commit_hash,label,proba,pred
00000922a33d4adb06a947621f553cae12363083,0,0.25197569164447486,0.0
000085b9af9f3ca13dd672a753f815ac0cb45d0a,0,0.20819285318255418,0.0
00009406f0dbc53b95b9062c0cc297d6893ff394,0,0.0403368641773704,0.0
00009d7bcb0ccc4479e1178790751e95cb36d7c4,0,0.07530371349304911,0.0
0000f2f7205d88e0d97f8b47b2c8a98e86137708,0,0.08079694896703585,0.0
0001650b3d89683bbea0cc3262c2a509dac9e78e,0,0.0459998520836234,0.0
0001725d0f9b5d749540021befb67c117d566416,0,0.2595774886384606,0.5
000303329752ffff08a6c120d21b8dc382bc9575,0,0.0625428006239235,0.0
000331bb0350366219887d14ae8a921ae9e72269,0,0.077081107115373,0.0
000331bb0350366219887d14ae8a921ae9e72269,0,0.077081107115373,0.0
000331bb0350366219887d14ae8a921ae9e72269,0,0.157081107115373,0.0
000331bb0350366219887d14ae8a921ae9e72269,0,0.157081107115373,0.0
0003732302491e791b97cb858ee900085fc1800e,0,0.0602584730973467,0.0
0003e2a414687fff6a75250d381e4abf345d663f,0,0.45330079697072506,0.5
0003e2a414687fff6a75250d381e4abf345d663f,0,0.45330079697072506,0.5
0003e2a414687fff6a75250d381e4abf345d663f,0,0.44330079697072505,0.5
0003e2a414687fff6a75250d381e4abf345d663f,0,0.44330079697072505,0.5
000412e4bb7e32b787fba1bf69a53bc4424476bf,0,0.03567756883800025,0.0
00047c3d967d7ef8adf8bac3c3579294a3bc0bb1,0,0.18081197899999094,0.0
0004ff15ea26015a0a3a6182dca3b9d1df32e2b7,0,0.08667868495918811,0.0
000518bc5aef25d3f703592a0296d578c98b1517,0,0.1363068817788735,0.0
0005b2dc43f96b93fc5b0850d7ca3f7aeac9129c,0,0.16031845842022446,0.0
0005ca2076ad222de34de519c47b0eb80f458877,0,0.036785136642865805,0.0
0006164589ecc755cd6bbc46e466e32be20fe285,0,0.22713750440627334,0.0
00065f925efb077ade3e7fea49150d798cf87d05,0,0.105679783411324,0.0
0006fa2d3fa0320a385bd19c9c98b70ad3db7197,0,0.2148551368527114,0.0
00076671a648e1d10ebbccf2fa71bf7edbedddb8,0,0.17555393221555274,0.0
00076671a648e1d10ebbccf2fa71bf7edbedddb8,0,0.17555393221555274,0.0
00076671a648e1d10ebbccf2fa71bf7edbedddb8,0,0.15055393221555274,0.0
00076671a648e1d10ebbccf2fa71bf7edbedddb8,0,0.15055393221555274,0.0
